subject,trial,excluded,windowStart,windowEnd
sp008,66,0,598,1007
sp008,67,0,369,1070
sp008,68,0,430,1248
sp008,69,0,398,1147
sp008,70,0,549,987
sp008,71,0,987,1343
sp008,72,0,564,1261
sp008,73,0,694,1302
sp008,74,0,609,1022
sp008,75,0,521,1143
sp008,76,0,573,1251
sp008,77,0,415,961
sp008,78,0,541,1119
sp008,79,0,248,838
sp008,80,0,543,1257
sp008,81,0,571,863
sp008,82,1,0,0
sp008,83,0,637,1163
sp008,84,0,738,1294
sp008,85,1,0,0
sp008,86,0,578,1068
sp008,87,0,602,1159
sp008,88,0,697,1086
sp008,89,0,650,889
sp008,90,0,532,1020
sp008,91,0,412,1165
sp008,92,0,695,1189
sp008,93,0,573,1276
sp008,94,0,530,1045
sp008,95,0,562,1101
sp008,96,0,382,1135
sp008,97,0,456,1002
sp008,98,0,412,1221
sp008,99,0,542,1158
sp008,100,0,441,1131
sp008,101,0,272,1142
sp008,102,0,539,1170
sp008,103,0,723,1181
sp008,104,0,431,1352
sp008,105,0,636,1274
sp008,106,0,522,1091
sp008,107,0,543,1078
sp008,108,0,764,1348
sp008,109,0,496,1117
sp008,110,0,578,1203
sp008,111,0,321,1092
sp008,112,0,531,1083
sp008,113,0,415,1205
sp008,114,0,573,1208
sp008,115,0,621,1177
sp008,116,0,495,1178
sp008,117,0,558,1221
sp008,118,0,510,1265
sp008,119,0,625,1200
sp008,120,0,614,1387
sp009,1,0,903,1248
sp009,2,0,889,1287
sp009,3,0,812,1355
sp009,4,0,919,1283
sp009,5,0,922,1379
sp009,6,0,910,1286
sp009,7,0,900,1372
sp009,8,0,901,1335
sp009,9,0,844,1328
sp009,10,0,806,1223
sp009,11,0,717,1220
sp009,12,0,710,1232
sp009,13,1,0,0
sp009,14,0,758,1284
sp009,15,0,833,1320
sp009,16,0,742,1239
sp009,17,0,858,1301
sp009,18,0,825,1248
sp009,19,0,892,1340
sp009,20,0,839,1269
sp009,21,0,697,1075
sp009,22,0,911,1270
sp009,23,0,853,1216
sp009,24,0,766,1200
sp009,25,0,884,1274
sp009,26,0,737,1061
sp009,27,0,889,1309
sp009,28,0,862,1293
sp009,29,0,863,1345
sp009,30,0,827,1306
sp009,31,0,828,1257
sp009,32,0,796,1294
sp009,33,0,947,1339
sp009,34,0,799,1064
sp009,35,0,888,1316
sp009,36,0,709,1258
sp009,37,0,868,1461
sp009,38,0,766,1253
sp009,39,0,881,1284
sp009,40,0,876,1231
sp009,41,0,639,1224
sp009,42,0,807,1338
sp009,43,0,890,1309
sp009,44,0,818,1343
sp009,45,0,848,1348
sp009,46,0,866,1329
sp009,47,0,822,1291
sp009,48,0,842,1185
sp009,49,0,813,1265
sp009,50,0,832,1293
sp009,51,0,553,1000
sp009,52,0,657,1248
sp009,53,0,758,1204
sp009,54,0,678,1280
sp009,55,0,668,1187
sp009,56,0,671,1263
sp009,57,0,754,1298
sp009,58,0,790,1268
sp009,59,0,656,1141
sp009,60,0,701,1286
sp009,61,0,789,1453
sp009,62,0,722,1332
sp009,63,0,736,1257
sp009,64,0,832,1300
sp009,65,0,690,1245
sp009,66,0,586,1243
sp009,67,0,747,1280
sp009,68,0,765,1269
sp009,69,0,846,1355
sp009,70,0,772,1250
sp009,71,0,821,1240
sp009,72,0,891,1340
sp009,73,0,812,1201
sp009,74,0,735,1323
sp009,75,0,709,1268
sp009,76,0,732,1260
sp009,77,0,733,1335
sp009,78,0,815,1237
sp009,79,0,920,1273
sp009,80,0,802,1308
sp009,81,0,835,1268
sp009,82,0,788,1227
sp009,83,0,868,1211
sp009,84,0,888,1367
sp009,85,0,808,1284
sp009,86,0,783,1179
sp009,87,0,868,1424
sp009,88,0,796,1312
sp009,89,0,742,1410
sp009,90,0,815,1264
sp009,91,0,827,1199
sp009,92,0,704,1244
sp009,93,0,738,1286
sp009,94,0,748,1338
sp009,95,0,897,1390
sp009,96,0,817,1416
sp009,97,0,837,1385
sp009,98,0,748,1262
sp009,99,0,751,1316
sp009,100,0,850,1412
sp009,101,0,817,1355
sp009,102,0,724,1224
sp009,103,0,934,1394
sp009,104,0,717,1208
sp009,105,0,861,1378
sp009,106,0,730,1233
sp009,107,0,854,1262
sp009,108,0,904,1381
sp009,109,0,689,1341
sp009,110,0,782,1287
sp009,111,0,648,1162
sp009,112,0,679,1184
sp009,113,0,756,1173
sp009,114,0,664,1205
sp009,115,0,785,1299
sp009,116,0,653,1283
sp009,117,0,815,1394
sp009,118,0,768,1216
sp009,119,0,663,1078
sp009,120,0,678,1155
sp010,1,1,0,0
sp010,2,0,527,1185
sp010,3,0,663,1166
sp010,4,0,629,1243
sp010,5,0,567,1094
sp010,6,0,644,1254
sp010,7,0,720,1253
sp010,8,0,675,1230
sp010,9,0,633,1172
sp010,10,0,584,1209
sp010,11,0,699,1226
sp010,12,0,734,1260
sp010,13,0,558,1198
sp010,14,0,721,1252
sp010,15,0,679,1279
sp010,16,0,549,1091
sp010,17,0,676,1206
sp010,18,0,651,1175
sp010,19,0,471,1057
sp010,20,0,529,1257
sp010,21,0,717,1237
sp010,22,0,567,1258
sp010,23,0,746,1278
sp010,24,0,636,1428
sp010,25,0,663,1245
sp010,26,0,933,1349
sp010,27,0,623,1150
sp010,28,0,764,1231
sp010,29,0,676,1263
sp010,30,0,553,1166
sp010,31,0,692,1357
sp010,32,0,720,1336
sp010,33,0,744,1338
sp010,34,0,767,1316
sp010,35,0,693,1358
sp010,36,0,604,1110
sp010,37,0,632,1286
sp010,38,0,751,1339
sp010,39,1,0,0
sp010,40,0,774,1326
sp010,41,0,634,1316
sp010,42,0,631,1262
sp010,43,0,821,1207
sp010,44,0,800,1143
sp010,45,0,800,1181
sp010,46,0,796,1255
sp010,47,0,593,1182
sp010,48,0,728,1285
sp010,49,0,912,1297
sp010,50,0,1098,1537
sp010,51,0,888,1545
sp010,52,0,671,1163
sp010,53,0,776,1280
sp010,54,0,802,1370
sp010,55,0,623,1100
sp010,56,0,768,1428
sp010,57,0,671,1176
sp010,58,0,814,1424
sp010,59,0,545,1118
sp010,60,0,817,1417
sp010,61,0,818,1395
sp010,62,0,682,1340
sp010,63,0,26,393
sp010,64,0,713,1245
sp010,65,0,683,1210
sp010,66,0,836,1560
sp010,67,0,591,1245
sp010,68,0,716,1427
sp010,69,0,675,1341
sp010,70,0,674,1251
sp010,71,0,765,1182
sp010,72,0,957,1515
sp010,73,0,857,1332
sp010,74,0,996,1480
sp010,75,0,838,1374
sp010,76,0,698,1167
sp010,77,0,716,1410
sp010,78,0,746,1413
sp010,79,0,666,1325
sp010,80,0,756,1407
sp010,81,0,927,1538
sp010,82,0,729,1529
sp010,83,0,895,1509
sp010,84,0,706,1363
sp010,85,0,780,1486
sp010,86,0,779,1471
sp010,87,0,826,1316
sp010,88,0,680,1334
sp010,89,0,681,1326
sp010,90,0,735,1439
sp010,91,0,692,1449
sp010,92,0,640,1256
sp010,93,0,768,1455
sp010,94,0,723,1433
sp010,95,0,560,1148
sp010,96,0,806,1406
sp010,97,0,753,1373
sp010,98,0,767,1281
sp010,99,0,709,1395
sp010,100,0,752,1444
sp010,101,0,606,1296
sp010,102,0,864,1457
sp010,103,0,666,1404
sp010,104,0,697,1292
sp010,105,0,764,1472
sp010,106,0,906,1445
sp010,107,0,768,1369
sp010,108,0,752,1286
sp010,109,0,749,1275
sp010,110,0,812,1494
sp010,111,0,850,1316
sp010,112,0,771,1505
sp010,113,0,750,1310
sp010,114,0,813,1262
sp010,115,0,688,1289
sp010,116,0,592,1182
sp010,117,0,611,1287
sp010,118,0,668,1361
sp010,119,0,641,1269
sp010,120,0,744,1394
sp011,1,0,792,1543
sp011,2,0,940,1463
sp011,3,0,762,1336
sp011,4,0,793,1407
sp011,5,0,692,1327
sp011,6,0,702,1362
sp011,7,0,804,1344
sp011,8,0,709,1346
sp011,9,0,816,1306
sp011,10,0,720,1285
sp011,11,0,799,1254
sp011,12,0,725,1254
sp011,13,0,695,1425
sp011,14,0,782,1345
sp011,15,0,770,1358
sp011,16,0,760,1357
sp011,17,0,798,1430
sp011,18,0,708,1326
sp011,19,0,667,1337
sp011,20,0,839,1440
sp011,21,0,835,1518
sp011,22,0,870,1426
sp011,23,0,781,1390
sp011,24,0,790,1410
sp011,25,0,714,1451
sp011,26,0,742,1287
sp011,27,0,729,1428
sp011,28,0,836,1436
sp011,29,0,745,1313
sp011,30,0,809,1297
sp011,31,0,838,1414
sp011,32,0,790,1383
sp011,33,0,697,1299
sp011,34,0,770,1347
sp011,35,1,0,0
sp011,36,0,1051,1460
sp011,37,0,805,1394
sp011,38,0,770,1339
sp011,39,0,755,1271
sp011,40,0,704,1336
sp011,41,0,754,1365
sp011,42,0,678,1393
sp011,43,0,860,1358
sp011,44,0,804,1237
sp011,45,0,793,1404
sp011,46,0,863,1411
sp011,47,0,790,1400
sp011,48,1,0,0
sp011,49,0,728,1434
sp011,50,0,844,1446
sp011,51,1,0,0
sp011,52,0,845,1504
sp011,53,0,751,1461
sp011,54,0,828,1491
sp011,55,0,724,1421
sp011,56,0,759,1422
sp011,57,0,757,1348
sp011,58,0,646,1299
sp011,59,0,748,1469
sp011,60,0,893,1540
sp011,61,0,806,1484
sp011,62,0,757,1418
sp011,63,0,720,1330
sp011,64,0,868,1486
sp011,65,1,0,0
sp011,66,0,869,1429
sp011,67,0,715,1250
sp011,68,1,0,0
sp011,69,1,0,0
sp011,70,0,641,1181
sp011,71,0,862,1464
sp011,72,0,784,1380
sp011,73,0,719,1291
sp011,74,0,742,1336
sp011,75,0,853,1435
sp011,76,0,833,1467
sp011,77,0,768,1331
sp011,78,0,742,1340
sp011,79,0,747,1381
sp011,80,0,759,1356
sp011,81,0,677,1326
sp011,82,0,796,1351
sp011,83,0,641,1374
sp011,84,0,846,1460
sp011,85,0,844,1482
sp011,86,0,717,1357
sp011,87,0,816,1407
sp011,88,0,828,1404
sp011,89,0,805,1443
sp011,90,0,763,1362
sp011,91,0,824,1429
sp011,92,0,685,1310
sp011,93,0,598,1242
sp011,94,0,856,1413
sp011,95,0,918,1537
sp011,96,0,791,1395
sp011,97,0,735,1335
sp011,98,0,741,1396
sp011,99,0,741,1285
sp011,100,0,801,1420
sp011,101,0,774,1456
sp011,102,0,830,1559
sp011,103,0,750,1415
sp011,104,0,777,1391
sp011,105,0,774,1512
sp011,106,0,824,1483
sp011,107,0,819,1413
sp011,108,0,843,1386
sp011,109,0,786,1468
sp011,110,0,848,1425
sp011,111,0,732,1472
sp011,112,0,731,1474
sp011,113,0,845,1417
sp011,114,0,1030,1485
sp011,115,0,872,1432
sp011,116,0,766,1437
sp011,117,0,869,1489
sp011,118,0,689,1469
sp011,119,0,915,1540
sp011,120,0,678,1354
sp012,1,0,840,1458
sp012,2,0,784,1328
sp012,3,0,749,1256
sp012,4,0,757,1412
sp012,5,0,740,1333
sp012,6,0,754,1288
sp012,7,0,816,1303
sp012,8,0,713,1202
sp012,9,0,791,1370
sp012,10,0,644,1188
sp012,11,0,759,1184
sp012,12,0,773,1337
sp012,13,0,707,1228
sp012,14,0,618,1019
sp012,15,0,686,1178
sp012,16,0,731,1230
sp012,17,0,767,1384
sp012,18,0,700,1101
sp012,19,0,840,1371
sp012,20,0,648,1174
sp012,21,0,1268,1529
sp012,22,0,690,1194
sp012,23,0,805,1309
sp012,24,0,767,1323
sp012,25,0,651,1421
sp012,26,0,707,1416
sp012,27,0,803,1196
sp012,28,0,687,1196
sp012,29,0,790,1400
sp012,30,0,809,1294
sp012,31,0,742,1255
sp012,32,0,723,1215
sp012,33,0,808,1347
sp012,34,0,742,1383
sp012,35,0,843,1267
sp012,36,0,753,1330
sp012,37,0,783,1271
sp012,38,0,714,1208
sp012,39,0,715,1289
sp012,40,0,697,1199
sp012,41,0,781,1347
sp012,42,0,823,1377
sp012,43,0,796,1286
sp012,44,0,742,1195
sp012,45,0,725,1314
sp012,46,0,796,1351
sp012,47,0,694,1122
sp012,48,0,922,1353
sp012,49,0,820,1318
sp012,50,1,0,0
sp012,51,0,662,1267
sp012,52,0,798,1459
sp012,53,0,687,1198
sp012,54,0,0,0
sp012,55,0,774,1629
sp012,56,0,707,1307
sp012,57,0,833,1394
sp012,58,0,913,1368
sp012,59,0,896,1421
sp012,60,0,808,1217
sp012,61,0,855,1372
sp012,62,0,784,1305
sp012,63,0,880,1391
sp012,64,0,826,1384
sp012,65,0,806,1365
sp012,66,0,728,1389
sp012,67,0,818,1275
sp012,68,1,0,0
sp012,69,0,1566,1613
sp012,70,0,696,1255
sp012,71,0,697,1326
sp012,72,0,683,1368
sp012,73,0,830,1449
sp012,74,0,821,1565
sp012,75,0,880,1426
sp012,76,0,734,1508
sp012,77,0,814,1414
sp012,78,0,755,1353
sp012,79,0,775,1494
sp012,80,0,815,1515
sp012,81,0,774,1154
sp012,82,0,772,1269
sp012,83,0,737,1295
sp012,84,0,741,1255
sp012,85,0,827,1402
sp012,86,0,782,1395
sp012,87,0,764,1372
sp012,88,0,762,1249
sp012,89,0,874,1517
sp012,90,0,803,1543
sp012,91,0,1011,1469
sp012,92,0,837,1528
sp012,93,0,753,1320
sp012,94,0,920,1434
sp012,95,0,734,1381
sp012,96,0,815,1281
sp012,97,0,767,1563
sp012,98,0,731,1263
sp012,99,0,713,1204
sp012,100,0,727,1269
sp012,101,0,698,1181
sp012,102,0,772,1385
sp012,103,1,0,0
sp012,104,0,717,1322
sp012,105,0,671,1328
sp012,106,0,707,1242
sp012,107,0,762,1300
sp012,108,0,802,1270
sp012,109,0,683,1262
sp012,110,0,676,1197
sp012,111,0,732,1306
sp012,112,0,743,1241
sp012,113,1,0,0
sp012,114,0,796,1380
sp012,115,0,637,1201
sp012,116,0,789,1278
sp012,117,0,666,1173
sp012,118,0,712,1204
sp012,119,0,0,0
sp012,120,0,664,1250
sp013,1,0,771,1255
sp013,2,0,711,1241
sp013,3,0,639,1092
sp013,4,0,653,1117
sp013,5,0,410,897
sp013,6,0,599,1054
sp013,7,0,611,1092
sp013,8,0,635,985
sp013,9,0,436,1005
sp013,10,0,665,1024
sp013,11,0,627,1068
sp013,12,0,641,1085
sp013,13,0,477,960
sp013,14,0,717,1253
sp013,15,0,595,1011
sp013,16,0,652,1025
sp013,17,0,482,1055
sp013,18,0,690,1180
sp013,19,0,803,1356
sp013,20,0,556,1278
sp013,21,0,521,940
sp013,22,0,710,1323
sp013,23,1,0,0
sp013,24,0,786,1226
sp013,25,0,541,1186
sp013,26,0,571,1015
sp013,27,0,752,1320
sp013,28,0,628,1063
sp013,29,0,614,1048
sp013,30,0,696,1244
sp013,31,0,639,1180
sp013,32,0,684,1201
sp013,33,0,768,1398
sp013,34,0,703,1221
sp013,35,0,705,1199
sp013,36,0,641,1346
sp013,37,1,0,0
sp013,38,0,643,1086
sp013,39,0,750,1156
sp013,40,0,676,1153
sp013,41,0,680,1285
sp013,42,0,613,1125
sp013,43,1,0,0
sp013,44,0,685,1199
sp013,45,0,546,968
sp013,46,0,581,1045
sp013,47,0,555,1081
sp013,48,0,565,1082
sp013,49,0,664,1205
sp013,50,0,667,1067
sp013,51,0,614,1151
sp013,52,0,641,1063
sp013,53,0,454,987
sp013,54,0,656,1069
sp013,55,0,739,1141
sp013,56,0,468,938
sp013,57,0,1280,1651
sp013,58,0,610,1023
sp013,59,0,556,910
sp013,60,0,700,976
sp013,61,0,577,1023
sp013,62,1,0,0
sp013,63,0,709,1122
sp013,64,0,554,941
sp013,65,0,658,1148
sp013,66,0,716,1141
sp013,67,0,650,1229
sp013,68,0,371,924
sp013,69,0,691,1124
sp013,70,0,830,1353
sp013,71,0,609,1077
sp013,72,0,609,1127
sp013,73,0,577,1234
sp013,74,0,502,963
sp013,75,0,714,1221
sp013,76,0,612,1087
sp013,77,0,535,1027
sp013,78,0,707,1261
sp013,79,0,886,1334
sp013,80,0,781,1074
sp013,81,0,516,1036
sp013,82,0,647,1154
sp013,83,0,596,1074
sp013,84,0,682,1077
sp013,85,0,622,1086
sp013,86,0,414,935
sp013,87,0,748,1178
sp013,88,0,543,992
sp013,89,0,813,1373
sp013,90,0,650,1161
sp013,91,0,768,1284
sp013,92,1,0,0
sp013,93,0,509,945
sp013,94,0,724,1223
sp013,95,0,803,1301
sp013,96,0,553,1114
sp013,97,0,732,1321
sp013,98,0,725,1350
sp013,99,0,703,1177
sp013,100,0,758,1339
sp013,101,0,635,1072
sp013,102,0,572,1070
sp013,103,0,583,1021
sp013,104,0,451,885
sp013,105,0,767,1399
sp013,106,0,639,1188
sp013,107,0,559,1041
sp013,108,0,663,1262
sp013,109,0,613,909
sp013,110,0,822,1308
sp013,111,0,806,1104
sp013,112,0,586,1190
sp013,113,0,742,1315
sp013,114,0,649,1320
sp013,115,0,617,1233
sp013,116,0,727,1007
sp013,117,0,622,991
sp013,118,0,613,1046
sp013,119,0,684,1098
sp013,120,0,729,1180
sp015,1,0,946,1370
sp015,2,0,972,1452
sp015,3,0,950,1457
sp015,4,0,889,1490
sp015,5,0,839,1077
sp015,6,0,1072,1564
sp015,7,0,953,1478
sp015,8,0,874,1415
sp015,9,0,925,1476
sp015,10,0,913,1487
sp015,11,0,974,1511
sp015,12,0,883,1447
sp015,13,0,938,1409
sp015,14,0,996,1652
sp015,15,0,1111,1740
sp015,16,0,967,1589
sp015,17,0,958,1396
sp015,18,0,1040,1574
sp015,19,0,1034,1352
sp015,20,0,1057,1636
sp015,21,0,1096,1784
sp015,22,0,864,1351
sp015,23,0,798,1429
sp015,24,0,862,1351
sp015,25,0,932,1489
sp015,26,0,1145,1761
sp015,27,0,981,1510
sp015,28,0,795,1330
sp015,29,0,858,1499
sp015,30,0,1061,1665
sp015,31,0,901,1538
sp015,32,0,643,1170
sp015,33,0,973,1531
sp015,34,0,1086,1646
sp015,35,0,943,1605
sp015,36,0,910,1535
sp015,37,0,1070,1706
sp015,38,0,1009,1070
sp015,39,0,949,1527
sp015,40,0,887,1489
sp015,41,0,1049,1567
sp015,42,0,1120,1757
sp015,43,0,766,1414
sp015,44,0,936,1605
sp015,45,0,868,1548
sp015,46,0,1086,1677
sp015,47,0,876,1389
sp015,48,0,922,1616
sp015,49,0,973,1644
sp015,50,0,991,1629
sp015,51,0,990,1647
sp015,52,0,1007,1611
sp015,53,0,997,1476
sp015,54,0,939,1564
sp015,55,0,953,1683
sp015,56,0,935,1133
sp015,57,0,989,1479
sp015,58,0,926,1691
sp015,59,0,1040,1668
sp015,60,0,998,1574
sp015,61,0,984,1598
sp015,62,0,1003,1548
sp015,63,0,796,1467
sp015,64,0,967,1644
sp015,65,0,942,1537
sp015,66,0,941,1602
sp015,67,0,935,1604
sp015,68,0,938,1571
sp015,69,0,945,1469
sp015,70,0,986,1553
sp015,71,0,884,1450
sp015,72,0,957,1672
sp015,73,0,1014,1634
sp015,74,0,904,1518
sp015,75,0,966,1476
sp015,76,0,1033,1613
sp015,77,0,949,1392
sp015,78,0,951,1295
sp015,79,0,1073,1677
sp015,80,0,968,1582
sp015,81,0,869,1433
sp015,82,0,897,1408
sp015,83,0,1043,1539
sp015,84,0,1447,1683
sp015,85,0,1053,1627
sp015,86,0,991,1621
sp015,87,0,995,1631
sp015,88,0,888,1618
sp015,89,0,980,1477
sp015,90,0,962,1621
sp015,91,0,898,1524
sp015,92,0,1043,1711
sp015,93,0,1049,1671
sp015,94,0,967,1593
sp015,95,0,969,1688
sp015,96,0,904,1439
sp015,97,0,907,1509
sp015,98,0,950,1485
sp015,99,0,936,1505
sp015,100,0,1032,1647
sp015,101,0,922,1571
sp015,102,0,1015,1532
sp015,103,0,892,1612
sp015,104,0,970,1640
sp015,105,0,961,1510
sp015,106,0,991,1742
sp015,107,0,920,1529
sp015,108,0,866,1474
sp015,109,0,956,1556
sp015,110,0,951,1459
sp015,111,0,1081,1706
sp015,112,0,919,1559
sp015,113,0,953,1628
sp015,114,0,940,1566
sp015,115,0,991,1575
sp015,116,0,976,1578
sp015,117,0,1078,1620
sp015,118,0,1017,1661
sp015,119,0,1018,1640
sp015,120,0,1108,1629
sp016,1,0,652,1248
sp016,2,0,647,1263
sp016,3,0,668,1339
sp016,4,0,578,1045
sp016,5,0,645,1072
sp016,6,0,703,1198
sp016,7,0,723,1335
sp016,8,0,503,1241
sp016,9,0,405,1072
sp016,10,0,638,1155
sp016,11,0,538,1143
sp016,12,0,491,1159
sp016,13,0,570,1143
sp016,14,0,618,1197
sp016,15,0,496,1004
sp016,16,0,355,862
sp016,17,0,468,1010
sp016,18,0,529,959
sp016,19,0,507,969
sp016,20,0,389,1046
sp016,21,0,648,917
sp016,22,0,393,1095
sp016,23,0,452,1127
sp016,24,0,471,1014
sp016,25,0,561,1168
sp016,26,0,566,1112
sp016,27,0,469,981
sp016,28,0,475,1032
sp016,29,0,588,1192
sp016,30,0,530,1051
sp016,31,0,557,1047
sp016,32,0,571,1081
sp016,33,0,554,995
sp016,34,0,616,1175
sp016,35,0,465,1156
sp016,36,0,689,1040
sp016,37,0,480,946
sp016,38,0,538,1176
sp016,39,0,556,1157
sp016,40,0,411,1045
sp016,41,0,522,1156
sp016,42,0,535,1107
sp016,43,0,531,1193
sp016,44,0,489,963
sp016,45,0,649,1245
sp016,46,0,510,1075
sp016,47,0,518,975
sp016,48,0,508,954
sp016,49,0,382,962
sp016,50,0,416,1008
sp016,51,0,532,1125
sp016,52,0,442,933
sp016,53,0,560,1173
sp016,54,0,505,944
sp016,55,0,535,1048
sp016,56,0,491,1066
sp016,57,0,641,1315
sp016,58,0,433,1245
sp016,59,0,392,1116
sp016,60,0,534,1074
sp016,61,0,592,1129
sp016,62,0,399,936
sp016,63,0,467,1069
sp016,64,0,476,1130
sp016,65,0,295,815
sp016,66,0,451,1185
sp016,67,0,459,1166
sp016,68,0,599,1241
sp016,69,0,501,1146
sp016,70,0,584,1212
sp016,71,0,502,1017
sp016,72,0,421,1088
sp016,73,0,418,1127
sp016,74,0,511,1253
sp016,75,0,427,1046
sp016,76,0,551,1162
sp016,77,0,407,1059
sp016,78,0,348,1004
sp016,79,0,320,1030
sp016,80,0,575,1207
sp016,81,0,520,1204
sp016,82,0,633,972
sp016,83,0,510,1148
sp016,84,0,536,1107
sp016,85,0,511,1142
sp016,86,0,581,1355
sp016,87,0,454,1057
sp016,88,0,592,1012
sp016,89,0,456,989
sp016,90,0,521,1138
sp016,91,0,392,922
sp016,92,0,570,1065
sp016,93,0,408,1041
sp016,94,0,333,1104
sp016,95,0,258,967
sp016,96,0,0,0
sp016,97,0,166,658
sp016,98,0,335,1035
sp016,99,0,532,1190
sp016,100,0,506,871
sp016,101,0,526,956
sp016,102,0,649,1159
sp016,103,0,460,1010
sp016,104,0,561,1230
sp016,105,0,676,1311
sp016,106,0,650,1269
sp016,107,0,619,1333
sp016,108,0,592,1303
sp016,109,0,554,1129
sp016,110,0,424,1071
sp016,111,0,541,1167
sp016,112,0,402,1084
sp016,113,0,520,987
sp016,114,0,379,853
sp016,115,0,589,1349
sp016,116,0,661,1389
sp016,117,0,538,1265
sp016,118,0,324,851
sp016,119,0,491,1123
sp016,120,0,443,1035
